Dies ist synthetischer Datensatz für Unterrichtszwecke. Er ist Teil einer Open Educational Resource (OER) und enthält aus rechtlichen Gründen keine personenbezogenen Daten. Weitere Informationen und den Zugang zur OER finden sie auf folgender Website: https://quadriga-dk.github.io/Bewegtes-Bild-Fallstudie-2/
Titel	verantw._Pers._1	verantw._Pers._2	verantw._Pers._3	verantw._Pers._4	verantw._Pers._5	verantw._Gewerk_1	verantw._Gewerk_2	verantw._Gewerk_3	verantw._Gewerk_4	Projektart_1	Projektart_2	Ort_1	Ort_2	Verlag_1	Verlag_2	Jahr_1	Jahr_2	Jahr_Schätzung	Originalmedium	Länge_in_Meter	Schätzung_Länge	Dauer	Schätzung_Dauer	Bildrate_in_B/sec	Seitenverhältnis	Farbe	Tonmedium	Tonkanäle	Gattung	Schlagwort_1	Schlagwort_2	Schlagwort_3	Schlagwort_4	Schlagwort_5	Schlagwort_6	Stichwort_1	Stichwort_2	Stichwort_3	Stichwort_4	Stichwort_5	Stichwort_6	Stichwort_7	Stichwort_8	Stichwort_9	Stichwort_10	Rechte_1	Rechte_2	Rechte_3	AT	Paralleltitel	Einzeltitel	Prädikat	Regie_1	Regie_2	Regie_3	Regie_4	Regie_5	Regie_6	Regie_7	Regie_8	Regie_9	Regie_10	Co-Regie_1	Fernsehregie_1	Regie_DEFA_1	Regieassistenz_1	Regieassistenz_2	Animation_1	Animation_2	Animation_3	Animation_4	Animation_5	Animation_6	Animation_7	Animation_8	Animation_9	Animation_10	Animation_11	Chefanimation_1	Chefanimation_2	Kamera_1	Kamera_2	Kamera_3	Kamera_4	Kamera_5	Kamera_6	Kamera_7	Chefkamera_1	Steadicam_1	Kameraassistenz_1	Kameraassistenz_2	Kameraassistenz_3	Kameraassistenz_4	Kameraassistenz_5	Fotografie_1	Fotografie_2	Produktion_1	Produktion_2	Produktion_3	Produktion_4	Koproduzent_1	Drehbuch_1	Drehbuch_2	Drehbuch_3	Drehbuch_4	Autor_1	Buch_1	Buch_2	Text_1	Storyboard_1	Storyboard_2	Dramaturgie_1	Dramaturgie_2	Dramaturgie_3	Schnitt_1	Schnitt_2	Schnitt_3	Schnitt_4	Schnittassistenz_1	Montage_1	Montage_2	Ton_1	Ton_2	Ton_3	Ton_4	Ton_5	Ton_6	Tonregie_1	Tonaufnahme_1	Sprachaufnahme_1	Tonassistenz_1	Tonassistenz_2	Vertonung_1	Vertonung_2	Vertonung_3	Vertonung_4	Vertonung_5	Vertonung_6	O-Ton_1	Mischung_1	Mischung_2	Mischung_3	Mischton_1	Mischtonmeister_1	Sounddesign_1	Geräusche_1	Akustische_Projektbetreuung_Ton_1	Akustische_Projektbetreuung_Ton_2	Musik_1	Musik_2	Musik_3	Musik_4	Musik_5	Musikredaktion_1	Komponist_1	Komposition_1	Arrangement_1	Dirigent_1	Interpret_1	Gesang_1	Cello_1	Piano_1	Tanz_1	Szenografie_1	Szenografie_2	Szenografie_3	Bühnenbild_1	Modellbau_1	Modellbau_2	Modellbau_3	Bauten_1	Bauten_2	Hintergründe_1	Hintergrundentwurf_1	Keramik_1	Keramik_2	Requisite_1	Kostüm_1	Kostüm_2	Maske_1	Beleuchtung_1	Beleuchtung_2	Beleuchtungsassistenz_1	Beleuchtungsassistenz_2	Beleuchtungstechnik_1	Bildtechnik_1	Videotechnik_1	Videotechnik_2	Videotechnik_3	Videotechnik_4	Herstellungsleitung_1	Herstellungsleitung_2	Produktionsleitung_1	Aufnahmeleitung_1	Aufnahmeleitung_2	Aufnahmeleitung_3	Aufnahmeleitung_4	Realisation_1	Realisation_2	Realisation_3	Realisation_4	Realisation_5	Realisation_6	Realisation_7	Realisation_8	Realisation_9	Realisation_10	Realisation_11	Realisation_12	Realisation_13	Realisation_14	Realisation_15	Realisation_16	Realisation_17	Realisation_18	DarstellerIn_1	DarstellerIn_2	DarstellerIn_3	DarstellerIn_4	DarstellerIn_5	DarstellerIn_6	DarstellerIn_7	DarstellerIn_8	DarstellerIn_9	DarstellerIn_10	DarstellerIn_11	DarstellerIn_12	DarstellerIn_13	DarstellerIn_14	DarstellerIn_15	DarstellerIn_16	DarstellerIn_17	DarstellerIn_18	DarstellerIn_19	Thematisierte_Person_1	Thematisierte_Person_2	Thematisierte_Person_3	Thematisierte_Person_4	Thematisierte_Person_5	Thematisierte_Person_6	Thematisierte_Person_7	Thematisierte_Person_8	Interviewte_Person_1	Interviewte_Person_2	Interviewte_Person_3	Interviewte_Person_4	Interviewte_Person_5	Interviewte_Person_6	Interviewte_Person_7	Interviewte_Person_8	Interviewte_Person_9	Interviewte_Person_10	Interviewte_Person_11	Interviewte_Person_12	Interviewte_Person_13	Interviewte_Person_14	Interviewte_Person_15	Interviewte_Person_16	Interviewte_Person_17	im_Bild_1	im_Bild_2	im_Bild_3	im_Bild_4	im_Bild_5	im_Bild_6	im_Bild_7	im_Bild_8	im_Bild_9	im_Bild_10	Gast_1	Gast_2	Gast_3	Gast_4	Gast_5	Gast_6	Gast_7	Gast_8	Gast_9	Gast_10	Gesprächsteilnehmer_1	Gesprächsteilnehmer_2	Gesprächsteilnehmer_3	Gesprächsteilnehmer_4	Gesprächsteilnehmer_5	Gesprächsteilnehmer_6	Gesprächsteilnehmer_7	Gesprächsteilnehmer_8	Gesprächsteilnehmer_9	Gesprächsteilnehmer_10	Studiogast_1	Studiogast_2	Studiogast_3	Moderation_1	Moderation_2	Reporter_1	Reporter_2	Sprecher_1	Sprecher_2	Sprecher_3	Sprecher_4	Sprecher_5	Sprecher_6	Sprecher_7	Stimme_1	Redner_1	Vorlage_1	Idee_1	Idee_2	Szenarium_1	Szenarium_2	Initiator_1	Inszenierung_1	Bühneninszenierung_1	Spezialeffekte_1	Spezialeffekte_2	Trick_1	Bühne_1	Kamerabühne_1	Künstl._Leitung_1	Endfertigung_1	Gestaltung_1	Gestaltung_2	Gestaltung_3	Gestaltung_4	Gestaltung_5	Gestaltung_6	Gestaltung_7	Gestaltung_8	Layout_1	Illustration_1	grafische_Gestaltung_1	Titel_1	Kommentar_1	Kommentar_2	Filmhistoriker_1	HFF_1	extern._Fernstudent_Dokumentarfilm_1	Redaktion_1	Redaktion_2	Redaktion_Arte_1	Redaktion_ORB_1	Bildregie_1	Fern._d._DDR_1	Fern._d._DDR_2	Techn._Studioleiter_ZDF_1	Techn._Leitung_ZDF_1	Bildmischung_ZDF_1	MAZ_ZDF_1	Mitarbeit_1	Mitarbeit_2	Mitarbeit_3	Mitarbeit_4	Mitarbeit_5	Mitarbeit_6	Mitarbeit_7	Mitarbeit_8	Mitarbeit_9	Unterstützung_1	Unterstützung_2	Assistenz_1	Projektbetreuung_1	Fachliche_Beratung_Regie_1	Fachliche_Beratung_Regie_2	Fachliche_Beratung_Regie_3	Fachliche_Beratung_Regie_4	Beratung_Regie_1	Beratung_Regie_2	Fachliche_Betreuung_Regie_1	Mentor_Regie_1	Mentor_Regie_2	Beratung_Mentor_Regie_1	Fachliche_Beratung_Animation_1	Fachliche_Beratung_Animation_2	Fachliche_Beratung_Kamera_1	Fachliche_Beratung_Kamera_2	Beratung_Kamera_1	Fachliche_Betreuung_Kamera_1	Mentor_Kamera_1	Mentor_Kamera_2	Beratung_Produktion_1	Fachliche_Beratung_Produktion_1	Fachliche_Beratung_Produktion_2	Fachliche_Beratung_Produktion_3	Fachliche_Betreuung_Produktion_1	Mentor_Produktion_1	Fachliche_Beratung_Drehbuch_1	Fachliche_Beratung_Drehbuch_2	Fachliche_Beratung_Buch_1	Beratung_Buch_1	Betreuung_Buch_1	Fachliche_Beratung_Text_1	Fachliche_Beratung_Dramaturgie_1	Fachliche_Beratung_Dramaturgie_2	Fachliche_Betreuung_Dramaturgie_1	Beratung_Dramaturgie_1	Dramaturgische_Beratung_1	Fachliche_Beratung_Schnitt_1	Fachliche_Beratung_Schnitt_2	Fachliche_Beratung_Montage_1	Fachliche_Beratung_Montage_2	Fachliche_Betreuung_Schnitt_1	Betreuung_Schnitt_1	Fachliche_Beratung_Ton_1	Fachliche_Beratung_Ton_2	Fachliche_Beratung_Mischton_1	Beratung_Musik_1	Fachliche_Beratung_Szenografie_1	Fachliche_Beratung_Szenografie_2	Fachliche_Beratung_Beleuchtung_1	Künstl._Beratung_1	Beratung_Kommentar_1	Redaktionelle_Beratung_1	Beratung_Fern._d._DDR_1	Beratung_DEFA_1	Mentor_Regie_DEFA_1	Fachliche_Beratung_Interflug_1	Fachliche_Beratung_Interflug_2	Fachliche_Beratung_Interflug_3	Beratung_Rat_der_Stadt_Potsdam_1	Beratung_Rat_der_Stadt_Potsdam_2	Fachliche_Beratung_1	Fachliche_Beratung_2	Fachliche_Beratung_3	Fachliche_Beratung_4	Fachliche_Beratung_5	Fachliche_Beratung_6	Fachliche_Beratung_7	Fachliche_Beratung_8	Fachliche_Beratung_9	Fachliche_Beratung_10	Fachliche_Beratung_11	Beratung_1	Beratung_2	Betreuung_1
Pfad der vergessenen Helden, Der	Jana Jürgens					Regie				Kameraübung		Potsdam		Produktionskollektiv Brandenburg/Havel	Atelier für Dokumentarfilm Babelsberg	1993		false	16mm	242	true	4:20min	false	25		color	Commag		Spielfilm	Spielfilm	Wende																		Hocker war zu hoch, Der				Jana Jürgens																												Ida Wagner																Ilona Junker	Siegbert Althoff																																																			Idrissou Mora-Kpai	Rosemarie Zander	Zhou Lei																																																																																																																																																																																																																																																																														Armin Rautenberg													
Ich ging vor der Pause	Bernd-Christian Böttcher					Idee						Potsdam				1996		false	16mm	20	false	40:00min	false	25	1:1,66	color	Comopt		Dokumentarfilm	Dokumentarfilm						Kolportage	Haustiere	Spot. nonverbal	ohne Dialog	no dialogue																																									Liane Quast																																									Nikolaus Degen																																																																																																																																																																																																																																																																			Paul Becker																																																					
Material war falsch etikettiert	Yasmin Ziegler									Abschlußfilm						1989		false	16mm	60	false	2:23min	false	24		s/w	Sepmag		Dokumentarfilm	Dokumentarfilm																			Auf halbem Weg																																																																							Zhang Tao																																																																																																																																																																																											Lothar Nüssel																																																																																																																															
Ort ohne Namen, Ein	Uschi Bongartz					Regie						Potsdam				1985		false	35mm	86	false	39:21min	false	25																						HFF			Im Kreisverkehr				Uschi Bongartz																												Elvira Grabow																Katrin Hoffmann	István Varga																	Friedhold Bahr							Hannelore Lichtenberg																																																																																																																	Heinz Wünsche	Folker-Götz Hering	Ralf Bauer																																																																																																																																																																																																					
Lächeln nach dem Streit, Das	Zdenko Opitz					Regie				Lichtübung		Potsdam				1999		false	35mm	179	false	30:00min	false	25				Mono	Dokumentarfilm	Dokumentarfilm																			Besucher nur mit Erlaubnis				Annelie Groll															Zdenko Opitz																																																																																																																																																																																																																																																																																																																																																																														
Licht am Ende, Ein						Kamera						Potsdam		Filmgruppe Berlin-Mitte	Atelier für Dokumentarfilm Babelsberg	1990		false			false		false	25			Comopt									Reportage	Musikclip	Musikvideo																																											Hoang Thi Hien																																		Monika-Nadine Laux																																																																																																																																																																																																																																																																																																																															
...wo der Mond schweigt	Tran Van Khanh					Regie				F3		Potsdam				1996		false	35mm	110	false	1:53min	false	25		color	Comopt		Spielfilm	Spielfilm																HFF			Melancholie der Bahnsteiguhren, Die				Tran Van Khanh																																												Sabine Nussbaum					Wibke Vollmer													Petra Cichon							Ortrud Schatz	Noura Al-Mansoor																																																																																																																																																																																																																																																																																																																							
...im Herzen des Winters	Denise-Regina Steffen					Regie						Potsdam				1986		false	35mm	897	false	10:30min	false	25		color	Sepmag																			Traube																																																			Rita Möllmann																		Rüdiger Uhlig																																																																																																																																																																																																																																																																																																																															
Niemand antwortete auf Frage 3	Inge-Maria Jänicke					Kameraübung						Potsdam		Kollektiv Bild und Ton Potsdam		1988	1989	false	Digital Betacam		false	26:09min	false	25			Sepmag																																																																																																																																																																																																																																																																																																																																																																																																																							
Teppich hatte keine Absicht, Der	Friedrich Risse					Regie				F1		Potsdam				1999		false	35mm	171	false		false	25			Comopt																			HFF			Vorhang bewegte sich von selbst, Der				Friedrich Risse																												Volker Cordes																Huang Ming	Poldi Ehlers																	Marta Kovács							Patricia Quirin																		Kay Jeschke	Wolfgang-Yannik Zander																																																																																																																																																																																																																Christa Ehlert	Marta Horváthová																																																																																				
Beweis	Pham Thi Mai					Regie				Diplomfilm		Potsdam				1995		false	16mm	15	false	46:07min	false	25																													Pham Thi Mai																												Leonhard Schulz																																		Ria Döhler																																																																																																																																																																																																																																																																																																																															
Tapete war frisch geklebt, Die												Potsdam				1988		false	16mm	1300	false		false	25		s/w	Sepmag		Dokumentarfilm	Dokumentarfilm																							Elvira Grabow																																																																																																																																																																			Sergei Volkov	Ortrun Völkel																																																																																																																																																																																																																									
Tropfen mit Richtung	Lothar Kessel					Regie						Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee	Kollektiv Bild und Ton Potsdam	1998		false	16mm	22	false	32:55min	false	25		color	Comopt	Stereo	Spielfilm	Spielfilm						nonverbal	Bosnienkrieg	ohne Sprache	ohne Dialog	no dialogue													Lothar Kessel																												Merten Oertel																																		Danny-Roland Schott							Sylke Tietjen	Ngo Quang	Raimund Benthin																																																																																												Annegret Bieber	Liane Quast	Le Thi Mai	Yannik Nürnberger	Yvette Zander	Traute Becker	Zacharias Ahlers	Bärbel-Kristin Bischoff	Alexei Mikhailov	Ursula Isermann																																																																																																																																																																																																																	
Wenn die Grenze keine Linien kannte						Regie						Potsdam		Filmgruppe Berlin-Mitte	Atelier für Dokumentarfilm Babelsberg	1998		false	16mm	115	false	3:18min	false	25		color	Sepmag																			HFF							Xenia Abendroth																												Ulrike-Valerie Wagner																																		Yvo-Zacharias Zänker	Olga Sokolova						Rainer Weitzel																																																																																																																																																																																																																																																Leila Abbas	Volkmar Unverzagt																																																																							
Niemand trug mehr die blaue Bluse						Regie						Potsdam		Filmgruppe Berlin-Mitte	Atelier für Dokumentarfilm Babelsberg	1999	2007	false	16mm	427	false	3:10min	false	25	1:1,85	color	Comopt		Spielfilm	Spielfilm						nonverbal	ohne Worte	ohne Sprache	Kinospot. nonverbal										Letzter Schulweg, Mein				Yusef Khalid																												Elke Teichert																Heike-Dorothea Wolf																		Olaf Fuhrmanns							Detlef Obermann																																																																																																																	Xaver-Zeno Abeln																																																																																																																																																																																																							
Stunde in der Unterwelt – Potsdam, Eine	Tariq Mansour									Diplomfilm		Potsdam				1999		false	16mm	358	false		false	25	1:1,85	color			Spielfilm	Spielfilm						Fiction	Zukunft	ohne Sprache								HFF			Worte, die uns verboten wurden, Die																																Anna-Lena Schuster																Cora Dornbusch																		Zoltan Lichtenberg																																																	Falko-Gerhard Ebert																																																																																																																																																																																																																																																																														
Wo der Klang der Seele erklingt	Ludwig-Martin Lübke					Regie						Potsdam				1999		false	35mm	124	false	0:51min	false			color	Comopt	Stereo																									Ludwig-Martin Lübke																																												Diethelm Nolte															Erich Meinecke			Dietlind Ortmann							Roswita Zettler																																																																																																																																																																																																																																																																																																											Anastasia Fedorova	Petra Bechstein	Kirsten Lüdke											
Tagebuch eines Trägers, Das												Potsdam		Filmgruppe Berlin-Mitte		1992		false	35mm	114	false	10:30min	false			color			Spielfilm	Spielfilm																HFF							Nancy-Jutta Henke																												Yvette Schütte																																		Marta Kovács							Yasmin Hoffmann																											Hoang Quang																																																																			Franziska Schulz	Tran Duc Anh	Noura Hamdi																																																																																																																																																																																																																								
Zwischen Himmel und Asphalt – Karl‑Marx‑Stadt	Tommy Bauer					Regie				Abschlußfilm		Potsdam				1987	1988	false	35mm	201	false	13:00min	false	25			Magnetton		Dokumentarfilm	Dokumentarfilm																HFF			...und das Meer vergisst				Tommy Bauer													Heidemarie Kettner															Rosemarie Quade																Antje Benthin																									Friedhelm Hüfner	Zdenka Degenhardt																										Rolf-Dieter Stange																													Frank-Wilhelm Färber	Otto Pflug																																																																																																																																																																																																																																																															
Mein Papier hatte ein Wasserzeichen	Sabrina-Karola Schenke					Regie						Potsdam				1997		false	35mm		false	7:12min	false			color	Comopt		Spielfilm	Spielfilm	Behinderung															HFF	HFF		Poesie der kaputten Jukeboxen, Die		<<Der>> letzte Sonnenuntergang		Sabrina-Karola Schenke																																				York Schulz													Olga Mielke													Bernd-Christian Döring																																																																																																																																																																																																																																																																																																																															
Mathematik der Vögel, Die	Marika Oertel											Potsdam		Filmgruppe Berlin-Mitte	Lichtbild-Arbeitsgemeinschaft Griebnitzsee	1988		false	35mm	860	false	14:30min	false			color			Dokumentarfilm	Dokumentarfilm	Alter																																																		Wiltrud Fuhrmanns																																																																																																																																																										Jacqueline-Waltraud Böhm																																																																																																																																																																												Siegfried Weber																											
verlorene Stadt, Die						Design						Potsdam		Atelier für Dokumentarfilm Babelsberg	Atelier für Dokumentarfilm Babelsberg	1994		false	Betacam SP		false	21:54min	false	25			Commag	Stereo	Dokumentarfilm	Dokumentarfilm																HFF																																			Ingeburg Lütke	Nico Pätzold																				Cornelia Müller													Chen Jun																																																											Kai Oehme																																										Mia Mayer	Heinz Illgen	Janos Toth	Tran Thi Hien	Hilmar Irgang	Theo Mayer	Peer Wohlgemuth	Frank Gutsche	Margarete Wagner	Yasmin Jacob																																																																																						Uta Vollrath																																						Matthias Weber																																																																																					
Im Lärm des Wartens	Falko-Jürgen Bärwald	Renate Eichel				Regie				TV-Übung		Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee	Atelier für Dokumentarfilm Babelsberg	1993		false	S-VHS		false	17:03min	false	25			Comopt			Videoclip	Porträtfilm															HFF			Ich tippte zu laut					Renate Eichel																											Katarzyna Kaczmarek																																									Detlef Hoffmann	Detlef Hoffmann																																									Zhang Hui																																																																																																																																																																																																																																																																														
Gegenstand entnommen						Regie				TV-Übung		Potsdam				1989	1990	false	16mm		false	5:00min	false	25		color	Comopt		Dokumentarfilm	Dokumentarfilm	Krankheit															HFF																																																			Thorsten Schneider															Gerhard Eberspächer																																																																																																																																																																																																																																																																																																																																		
Mein Lehrer sah mich nicht						Regie						Potsdam				1994		false	35mm	712	false	10:00min	false	25			Comopt		Dokumentarfilm	Dokumentarfilm																HFF			Zwischenruf				Yvonne Zink															Olga Pohl	Hildegard Quast																												Christian Zander					Inge Hoffmann	Ute Völker												Anja-Sabine Förster																																																	Pham Thi Ngoc	Norbert Moser																																																			Gerlind Ihle	Dariusz Wiśniewski	Emilia Richter																																																																																																																																																																																																																								
Ahnung einer Wahrheit, Die	Sven Nolting					Buch				Kameraübung		Potsdam				1990		false			false		false			color	Commag																			Ostlicht Medienhaus							Egon Härtel	Karl Heinz Wagner																											Petra-Renate Rupprecht	Olga Petrova															Lena Mertens																																																																																																																							Wilfried Grabow	Cäcilia Dürr	Ute Richter	Yvo Ahlgrimm																																																																																							Katarzyna Nowakowska																																																																																																																																
Gespräch auf dem Hof, Das	Amir Karim					Regie				Diplomfilm		Potsdam		Filmgruppe Berlin-Mitte	Atelier für Dokumentarfilm Babelsberg	1994		false	Betacam SP		false	4:50min	true		1:1,66	color										Ägypten	schwarzer Humor									HFF							Amir Karim																												Siegmund Czerny	Ludger Diederich	Dennis Bauer							Volker-Reinhard Rothe	Yvonne Zink	Harald Koch	Yvette Schütte																						Ursula-Waltraud Tamm							Monika-Sabine Nitzsche	Kirsten Zabel	Li Hong	Kirsten Zabel																																							Ingo Kühnel																																																																																																																																	Uta Vollrath	Frank-Walter Lübbert																																																																																																																																												
Schatten des Windes, Der	Inge Hoffmann					Regie						Potsdam				1997		false	Betacam SP		false	29:00min	false			color	Comopt																			HFF			Kaltstart in Halle 3				Inge Hoffmann																												Eckart Hering																Heinz Hähnel																		Danny-Roland Schott																									Jürgen Gohlke																								Bodo Degenhardt																																																				Uwe Voigt	Jakobine Vogel																																																																																																																																																																																										Friedhelm Hüfner																															
Notausgang geöffnet – ohne Grund	Amir Karim					Regie						Potsdam				1995	1996	false	16mm	490	false	1:51min	false			color	Sepmag									Plätze	Christentum	ohne Sprache	ohne Dialog	no dialogue						HFF							Amir Karim																																																											Yannik Böttcher			Simone Schwarz																																																																																																																																																																																																																																																																																																																															
Vielleicht kein Zufall	Xenia Möller					Regie				Kameraübung		Potsdam				1985		false	16mm	100	true	7:32min	false	25		s/w+color			Dokumentarfilm	Dokumentarfilm																HFF							Xenia Möller																																																						Jens Irmer																																																																																																													Ottilie Bahr	Traute-Waltraud Tzschoppe	Anastasia Sokolova																																																																																																																								Cornelius Zink																																																																																																
Als alles zu früh war	Marika Oertel					Regie						Potsdam		Filmgruppe Berlin-Mitte	Produktionskollektiv Brandenburg/Havel	1988		false	16mm	45	false	4:56min	false	25		color	Stumm																						Wenn das Schweigen die Wahrheit enthüllt				Marika Oertel																												Sabine Schubert	Frank-Walter Jost	Olga Nussbaum	Wolfgang-Zeno Beier																																																																																																																																																																																																																																																																																																																																																														
offene Feld, Das	Anastasia Romanova											Potsdam		Filmgruppe Berlin-Mitte	Lichtbild-Arbeitsgemeinschaft Griebnitzsee	1989		false	VHS		false	10:00min	false	25		color	Commag																			HFF							Pham Duc Thanh	Götz Jung												Wang Jing	Petra Schneider														Lieselotte Isermann	Le Van Anh																																																																																																																																																																																																																																																																																																																																																																
Geruch von Rost und Rosen, Der	Gerhild Tietmeyer					Regie						Potsdam				1986		false	35mm	51	false	8:00min	false	25	1:1,33	color	Sepmag																			Traube							Gerhild Tietmeyer																												Volker-Hartmut Weidner																																		Johanna Hentze							Friedhelm Hüfner																																																																																																																																																																																																																																																																																			Hanno Jost																																					
...und der Wind flüstert	Ottmar Schade					Regie						Potsdam		Atelier für Dokumentarfilm Babelsberg	Atelier für Dokumentarfilm Babelsberg	1988		false	Digital Betacam		false	3:22min	false	25	1:1,66	color																											Ottmar Schade																												Margarete Dörfler	Wolfgang-Zeno Beier	Amir Al-Karim	Godelinde Jäkel													Falko Freiberg	Lars Xander				Anastasia Belova																				Monika-Erika Hahn																																																																																																																																																																																																																																																																																																																								
Tag ging ohne Geräusch, Der	Oskar Rothe					Regie						Potsdam				1990		false	16mm	591	false	9:00min	false	25																						HFF																																																																																																																						Cornelia Müller																																																																																																																																																																																																																																																																														
leere Blatt, Das						Buch						Potsdam				1994		false	Betacam SP		false	7:47min	false	25	1:1,66				Spielfilm	Spielfilm																					[Störung auf Kanal 4]		Xenia Hüfner	Olga Mielke																											Xaver Wehner																Marta Nagy																		Petra Cichon																																																																															Xaver Wolf	Tanja Fuhrmann																																																																																																						Uwe Ehlert	Nguyen Minh Duc	Simone Hoffmann	Tassilo Ulbrich	Chen Hui	Nina Pätzold	Uwe Ehlert																																																																																																																																			
Planabweichung akzeptiert	Lothar Mai					Buch				Hauptprüfungsfilm		Potsdam		Produktionskollektiv Brandenburg/Havel		1986		false	35mm	595	false	14:00min	false	25			Comopt									DRA	Trapprennbahn	Kultur DDR											Sanften Klänge des unendlichen Jetzt, Die																																																															Ingeborg Bauer																																																																																																								Silvia Müller																																																																																																																																																																																													Yasmin Hoffmann																													
Schweigen der Sterne, Das	Gudrun-Maria Karg											Potsdam				1990		false	VHS		false	12:11min	false	25		color	Sepmag																																																																						Elke-Gisela Freiberg																																																																																																																																																																																																																																																																																																																																																	
Absender unleserlich	Pham Duc Thanh					Regie	Gestaltung	Regie				Potsdam				1989		false	16mm	67	false	3:33min	false	25			Sepmag																						Schatten ohne Licht, Ein				Pham Duc Thanh																												Lars Marquardt																Nikolai Kuznetsov	Olaf Simon																																																																																																																																									Jörg-Michael Zabel																																																																																																																																																																																																							
Fenster waren geschlossen, Die						Kamera						Potsdam				1989		false	35mm	306	true	40:55min	false	25		color	Comopt			Talkshow	Bühneninszenierung															HFF																																			Anastasia Romanova																																																																																																																																																																																																																																																																																																																																																				Yvette Bär													
Frühling ohne Vögel, Ein	Ilka-Luise Mielke					Regie						Potsdam				1987		false	16mm		false	57:00min	false	25					Dokumentarfilm	Dokumentarfilm																HFF				Kassetten waren überspielt, Die			Ilka-Luise Mielke																																												Siegfried-Theodor Rautenberg																																																																																																																																																																																																																																																																																							Heiko Keller																																																										
Raumwechsel unbemerkt	Lothar Mai					Regie						Potsdam				1985		false	16mm	196	false	35:00min	false	25		color	Magnetton																			HFF							Denise-Regina Steffen																												Sandy-Liane Mai																																		Volkmar-Xaver Yilmaz																																																																																																																																																																																															Heinz-Günter Wolff																																																																																																																																
Klassenfeier ohne Musik, Die	Yvonne-Zoe Weitz					Regie						Potsdam				1991	1992	false	35mm	60	false	2:31min	false			color	Stumm																										Olga Jürgens																												Elke-Friederike Degen									Godelinde Jäkel	Margarete Dörfler	Quentin Rabe										Valerie Mielke																													Diethelm Himmel																																	Sabine Ulbrich	Igor Popov													Dirk Ehlert																																						Margot Nitzsche	Yong Zhou	Wang Yiming	Annette Richter																																																																																																																																																																																																																							
Kante statt Fläche	Uta Vollrath					Regie						Berlin		Audiovisuelle Werkstatt Frankfurt/Oder	Filmstudio Babelsberg Ost	1994		false	Digital Betacam		false		false			color	Comopt																										Katarzyna Kaczmarek																																												Dirk Zöllner	Niels Winkelmann																								Erwin Ehrhardt	Rico-Adrian Reichel	Rita Zänker																																																						Steffen Völkel																																																																																																																																																																																																																																																																
Als die Vögel nicht flogen	Yasmin Wolf					Regie	Design			Lichtübung		Potsdam				1993		false	35mm	280	false	14:25min	false				Comopt		Spielfilm	Spielfilm																HFF							Yasmin Wolf																																					Le Thi Thu Thuy	Pham Duc Tuan	Kirsten Hüfner	Bettina Dorn																																																								Frank-Jürgen Ihle																																																																			Frank Gutsche	Wilma Wolf	Quintus Rösler																																																																																																																																																																																																											Heiko Keller	Heiko Keller	Heiko Keller											
Ohne Vorwarnung	Renate-Sigrid Rupp											Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee		1992		false	16mm	340	false	28:13min	false				Comopt									Wendezeit	Bühnenstück	Social Spot																																																																																																																																																																																		Ulf Niemann	Axel Schneppat																																																																																																																																																																																																																									
Schatten der Mitternacht	Pham Duc Thanh					Regie						Potsdam				1994		false	Digital Betacam		false	5:00min	true			s/w+color	Commag																			HFF							Pham Duc Thanh																												Ute Völker																Bert Conrad																		Simone Schwarz	Hans-Jürgen Schmidt	Peter Przybylski					Tariq Abbas																																																																																																																																																				Nadine Kindler	Nguyen Duc Minh	Christfried Grunert	Jürgen Schulz	Sandy Mayer	Layla Fahmy	Alfred Händel	Ulrich-Mathias Schmidt	Annegret Benthin	Xaver-Zeno Abeln																																																																																																																																																											
letzte Blick in die Nacht – Dresden, Der	Istvan Horváth											Potsdam				1995		false	16mm	12	false	30:04min	false						Spielfilm	Spielfilm																HFF							Thomas Becker																												Doreen Winter	Harald Koch															Erich Schmidt																									Winfried-Xaver Wagner																								Thomas Weber																																																																																																																																																																																																																																																																																																
Blumenvase entfernt	Wiltrud Fuhrmanns					Kameraübung						Potsdam				1988		false	U-matic		false	1:19min	false				Magnetton																																																						Zenta Abt																					Ottmar Schade	Jürgen Uhlig	Uta Caspari																		Friedhelm Hüfner																																																																																																																																																																																																																																																																																																																								
Unter dem blauen Himmel						Regie				F1		Potsdam		Lichtbild-Arbeitsgemeinschaft Griebnitzsee		1998		false	Betacam SP		false	58:00min	false			color																																																							Le Thi Thu																					Karin-Sabine Opitz													Bertram Cremer																																																																																																					Zhou Mei																																																																																																																																																																																																																										
Staub auf den Flügeln der Tauben	Walter Wagner									Hauptprüfungsfilm		Potsdam				1990		false	16mm	98	false	57:00min	false			color			Dokumentarfilm	Dokumentarfilm																																																																			Burkhard Dittmann	Jürgen-Peter Laux				Olga-Brigitte Kühnel	Hoang Thi Hien												Peter Pohlmann							Sybille Trömel																																																																																																																																																																																																							Petra-Renate Rupprecht	Ulvi Vogler	Lutz Kästner	Harald Koch	Hartmut Vollrath	Yasmin Weidner	Petra Günther	Valerie Ohlsen																																																					Rosemarie Cichon																																																					
